epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,17553.1,0.41309,0.31804,0.91802,0.98342,0.99329,0.99483,0.94126,0.34975,0.15553,0.8433,0.006337,0.006337,0.006337
187,17647.2,0.40342,0.31096,0.91386,0.99012,0.99404,0.99484,0.94105,0.34992,0.15399,0.84333,0.0063172,0.0063172,0.0063172
188,17741.9,0.41975,0.31597,0.91801,0.96195,0.99318,0.99487,0.94139,0.34858,0.15441,0.84249,0.0062974,0.0062974,0.0062974
189,17836.1,0.4132,0.31785,0.91515,0.94692,0.99376,0.99489,0.9409,0.34832,0.15489,0.84212,0.0062776,0.0062776,0.0062776
190,17930.4,0.41227,0.32491,0.91445,0.94466,0.99294,0.97838,0.92444,0.34842,0.15448,0.84187,0.0062578,0.0062578,0.0062578
191,18024.9,0.40723,0.31279,0.91116,0.9979,0.99148,0.99487,0.94226,0.34853,0.15434,0.84186,0.006238,0.006238,0.006238
192,18118.9,0.42706,0.32131,0.92077,0.99753,0.99305,0.99488,0.94274,0.34869,0.15415,0.84204,0.0062182,0.0062182,0.0062182
193,18213.5,0.40603,0.31198,0.91202,0.99817,0.98957,0.99488,0.9428,0.34841,0.1535,0.84169,0.0061984,0.0061984,0.0061984
194,18308.2,0.41156,0.31861,0.91584,0.97301,0.9939,0.99488,0.94266,0.34808,0.15205,0.84185,0.0061786,0.0061786,0.0061786
195,18402.6,0.41573,0.32277,0.91583,0.9851,0.99539,0.99486,0.94253,0.34748,0.15076,0.84178,0.0061588,0.0061588,0.0061588
196,18497,0.40736,0.31346,0.91193,0.9876,0.99522,0.99487,0.94252,0.34766,0.15134,0.84169,0.006139,0.006139,0.006139
197,18591.3,0.41505,0.31985,0.91513,0.98647,0.99519,0.9949,0.94234,0.34621,0.15106,0.84095,0.0061192,0.0061192,0.0061192
198,18685.6,0.40263,0.31391,0.9096,0.98893,0.9952,0.9949,0.94185,0.34559,0.15099,0.84041,0.0060994,0.0060994,0.0060994
199,18780,0.40189,0.31325,0.91095,0.99323,0.99433,0.99486,0.94188,0.34548,0.15068,0.84069,0.0060796,0.0060796,0.0060796
200,18874.5,0.41377,0.31167,0.92061,0.98901,0.99431,0.99488,0.94214,0.34616,0.15035,0.84135,0.0060598,0.0060598,0.0060598
201,18969,0.40273,0.31172,0.90652,0.98788,0.99449,0.99486,0.9425,0.34668,0.14954,0.84198,0.00604,0.00604,0.00604
202,19062.7,0.40166,0.30192,0.90964,0.98669,0.99526,0.99486,0.94213,0.34666,0.1496,0.84211,0.0060202,0.0060202,0.0060202
203,19157,0.4059,0.30878,0.91321,0.98611,0.99519,0.99486,0.94171,0.34694,0.14952,0.84246,0.0060004,0.0060004,0.0060004
204,19251.7,0.40608,0.30208,0.90744,0.98578,0.99506,0.99483,0.94228,0.34665,0.14942,0.84235,0.0059806,0.0059806,0.0059806
205,19345.8,0.41067,0.31832,0.90903,0.9866,0.99475,0.99482,0.942,0.34672,0.15019,0.84248,0.0059608,0.0059608,0.0059608
206,19440.3,0.41104,0.31231,0.91298,0.98631,0.99552,0.99479,0.94217,0.34704,0.1498,0.84291,0.005941,0.005941,0.005941
207,19534.2,0.40953,0.30369,0.91683,0.98638,0.99561,0.99482,0.94169,0.34674,0.14926,0.84282,0.0059212,0.0059212,0.0059212
208,19628.4,0.41089,0.30628,0.91803,0.98737,0.99549,0.99481,0.94193,0.34671,0.14985,0.84298,0.0059014,0.0059014,0.0059014
209,19723.2,0.40132,0.29993,0.91063,0.98815,0.99549,0.9948,0.94218,0.34717,0.14997,0.84308,0.0058816,0.0058816,0.0058816
210,19817.2,0.40026,0.3082,0.91246,0.98888,0.99549,0.9948,0.94176,0.34719,0.14918,0.84314,0.0058618,0.0058618,0.0058618
211,19911.5,0.3978,0.30652,0.90897,0.98877,0.99549,0.99479,0.94233,0.34746,0.1493,0.84312,0.005842,0.005842,0.005842
212,20005.6,0.40668,0.30315,0.91288,0.98788,0.99549,0.99479,0.94206,0.34758,0.14984,0.84312,0.0058222,0.0058222,0.0058222
213,20100.3,0.40042,0.30178,0.91669,0.98727,0.99549,0.99479,0.94174,0.34699,0.14965,0.84301,0.0058024,0.0058024,0.0058024
214,20194.8,0.40643,0.304,0.91358,0.99043,0.99549,0.99479,0.94196,0.34695,0.15007,0.84282,0.0057826,0.0057826,0.0057826
215,20289.1,0.40402,0.30412,0.91152,0.99072,0.99549,0.99476,0.94206,0.34624,0.14967,0.84244,0.0057628,0.0057628,0.0057628
216,20383.4,0.40261,0.29799,0.91102,0.99014,0.99549,0.99476,0.94235,0.34646,0.14935,0.84268,0.005743,0.005743,0.005743
217,20477.8,0.40316,0.30019,0.91526,0.99025,0.99556,0.99477,0.94238,0.34614,0.14918,0.84249,0.0057232,0.0057232,0.0057232
218,20571.9,0.40288,0.3096,0.91517,0.99104,0.99555,0.99477,0.94232,0.34657,0.14905,0.84236,0.0057034,0.0057034,0.0057034
219,20666.9,0.40037,0.29604,0.90444,0.98997,0.99555,0.99477,0.94205,0.34658,0.14866,0.84255,0.0056836,0.0056836,0.0056836
220,20761,0.40657,0.29901,0.90925,0.99001,0.99556,0.99478,0.94252,0.34662,0.1491,0.84259,0.0056638,0.0056638,0.0056638
221,20855.4,0.39923,0.30098,0.91476,0.99015,0.99556,0.99477,0.94276,0.3465,0.14889,0.84253,0.005644,0.005644,0.005644
222,20949.8,0.39796,0.30244,0.90642,0.98881,0.99554,0.99475,0.94301,0.34604,0.14873,0.84236,0.0056242,0.0056242,0.0056242
223,21043.8,0.392,0.29757,0.9111,0.98838,0.99553,0.99475,0.94271,0.34645,0.14908,0.8423,0.0056044,0.0056044,0.0056044
224,21138.3,0.39523,0.29944,0.90234,0.98775,0.99551,0.99475,0.94324,0.3462,0.14913,0.84222,0.0055846,0.0055846,0.0055846
225,21232.5,0.40553,0.30123,0.91455,0.98659,0.99553,0.99476,0.94343,0.34645,0.1493,0.84217,0.0055648,0.0055648,0.0055648
226,21326.9,0.40096,0.29754,0.90894,0.98635,0.99553,0.99477,0.94332,0.34549,0.14881,0.84201,0.005545,0.005545,0.005545
227,21421.1,0.40298,0.30474,0.91482,0.98576,0.99552,0.99478,0.94338,0.34547,0.14786,0.842,0.0055252,0.0055252,0.0055252
228,21515.2,0.39832,0.29687,0.90821,0.98594,0.99549,0.99478,0.94336,0.34511,0.14779,0.8418,0.0055054,0.0055054,0.0055054
229,21610,0.40306,0.29898,0.91023,0.98618,0.99547,0.99479,0.94364,0.34486,0.14793,0.84156,0.0054856,0.0054856,0.0054856
230,21705,0.38264,0.2912,0.90383,0.98589,0.99525,0.9948,0.9434,0.34528,0.1479,0.84188,0.0054658,0.0054658,0.0054658
231,21799.6,0.39633,0.29274,0.90508,0.98602,0.99506,0.99479,0.94324,0.34522,0.14759,0.84198,0.005446,0.005446,0.005446
232,21894.2,0.39242,0.29674,0.90697,0.98614,0.9951,0.9948,0.94327,0.34602,0.14773,0.84229,0.0054262,0.0054262,0.0054262
233,21988.5,0.39195,0.28527,0.90286,0.98675,0.99515,0.9948,0.94282,0.34585,0.14804,0.84224,0.0054064,0.0054064,0.0054064
234,22083,0.38724,0.29392,0.90844,0.9863,0.9952,0.99479,0.94307,0.34619,0.14818,0.84261,0.0053866,0.0053866,0.0053866
235,22176.9,0.38656,0.28398,0.90385,0.98612,0.99517,0.99479,0.94313,0.34641,0.14867,0.8426,0.0053668,0.0053668,0.0053668
236,22271.1,0.38637,0.28619,0.90949,0.98621,0.99515,0.99478,0.94319,0.34649,0.1489,0.84255,0.005347,0.005347,0.005347
237,22367.1,0.39136,0.2976,0.90272,0.98658,0.99508,0.99478,0.94344,0.3466,0.14826,0.84271,0.0053272,0.0053272,0.0053272
238,22460.6,0.38727,0.28132,0.90231,0.98653,0.99509,0.99478,0.94356,0.34649,0.14846,0.84275,0.0053074,0.0053074,0.0053074
239,22555.2,0.39348,0.28684,0.90426,0.98661,0.99507,0.99479,0.94331,0.34699,0.14872,0.843,0.0052876,0.0052876,0.0052876
240,22649.2,0.38179,0.2885,0.89854,0.98648,0.9951,0.99478,0.94371,0.34677,0.14878,0.84291,0.0052678,0.0052678,0.0052678
241,22743.5,0.40105,0.29591,0.90754,0.98675,0.99509,0.99478,0.94377,0.3465,0.14896,0.84286,0.005248,0.005248,0.005248
242,22838.2,0.39622,0.28671,0.9071,0.98666,0.99501,0.99477,0.94402,0.34651,0.14923,0.84282,0.0052282,0.0052282,0.0052282
243,22931.9,0.39599,0.29528,0.9089,0.98651,0.99497,0.99477,0.94406,0.34634,0.14863,0.84277,0.0052084,0.0052084,0.0052084
244,23026.5,0.38951,0.2954,0.90204,0.98712,0.99486,0.99477,0.9446,0.34633,0.14935,0.84279,0.0051886,0.0051886,0.0051886
245,23120.7,0.38801,0.29596,0.90294,0.98721,0.99484,0.99477,0.94454,0.34637,0.14937,0.84272,0.0051688,0.0051688,0.0051688
246,23214.6,0.3926,0.30143,0.91028,0.98727,0.9948,0.99478,0.94435,0.34626,0.14972,0.84272,0.005149,0.005149,0.005149
247,23309.4,0.39176,0.2858,0.90829,0.98749,0.99472,0.99478,0.94457,0.34664,0.14939,0.84289,0.0051292,0.0051292,0.0051292
248,23403.3,0.38684,0.28798,0.90232,0.98749,0.99469,0.99477,0.94415,0.34644,0.14959,0.84276,0.0051094,0.0051094,0.0051094
249,23497.6,0.38566,0.28355,0.90202,0.98747,0.99471,0.99477,0.94447,0.34642,0.14935,0.84286,0.0050896,0.0050896,0.0050896
250,23592.1,0.39493,0.29527,0.90906,0.98768,0.99451,0.99478,0.94401,0.34653,0.14894,0.8429,0.0050698,0.0050698,0.0050698
251,23686.3,0.38751,0.28829,0.90713,0.98796,0.99425,0.99479,0.9443,0.34629,0.14948,0.84285,0.00505,0.00505,0.00505
252,23780.6,0.3881,0.2849,0.90322,0.98806,0.99407,0.99479,0.94423,0.3463,0.14959,0.843,0.0050302,0.0050302,0.0050302
253,23874.7,0.39086,0.28423,0.90383,0.98793,0.99398,0.99479,0.94412,0.34638,0.14943,0.84302,0.0050104,0.0050104,0.0050104
254,23969.3,0.38212,0.28641,0.90272,0.98749,0.99399,0.99478,0.94439,0.34611,0.14989,0.84286,0.0049906,0.0049906,0.0049906
255,24063.5,0.38539,0.28335,0.90562,0.98725,0.99395,0.99478,0.94415,0.34621,0.14948,0.84294,0.0049708,0.0049708,0.0049708
256,24157.7,0.38965,0.28578,0.90318,0.9873,0.99387,0.99478,0.94435,0.34637,0.14919,0.84305,0.004951,0.004951,0.004951
257,24252.2,0.38172,0.28726,0.90045,0.98759,0.99383,0.99478,0.9446,0.34608,0.14942,0.84298,0.0049312,0.0049312,0.0049312
258,24346.2,0.39222,0.28693,0.90378,0.98765,0.9938,0.99478,0.94446,0.34614,0.14935,0.84312,0.0049114,0.0049114,0.0049114
259,24440.5,0.38718,0.28114,0.90448,0.98739,0.99379,0.9948,0.9445,0.34601,0.14951,0.84317,0.0048916,0.0048916,0.0048916
260,24534.9,0.38108,0.28577,0.90469,0.98772,0.99378,0.9948,0.94462,0.34612,0.14999,0.8433,0.0048718,0.0048718,0.0048718
261,24629.6,0.38283,0.285,0.89975,0.98802,0.99375,0.9948,0.94442,0.34585,0.15014,0.84324,0.004852,0.004852,0.004852
262,24724.4,0.39293,0.28252,0.90659,0.98782,0.99372,0.9948,0.94451,0.34556,0.14995,0.84313,0.0048322,0.0048322,0.0048322
263,24818.6,0.38013,0.28385,0.90268,0.98766,0.99373,0.99477,0.94452,0.34583,0.1501,0.84323,0.0048124,0.0048124,0.0048124
264,24913,0.38111,0.27606,0.90319,0.98775,0.99374,0.99474,0.94444,0.34568,0.14955,0.84328,0.0047926,0.0047926,0.0047926
265,25007.6,0.37817,0.28278,0.90636,0.98767,0.99373,0.99473,0.94464,0.34571,0.15035,0.84334,0.0047728,0.0047728,0.0047728
266,25102.2,0.3831,0.28384,0.90152,0.98723,0.99375,0.99471,0.94461,0.34586,0.15013,0.84347,0.004753,0.004753,0.004753
267,25196.4,0.38257,0.27688,0.90108,0.98743,0.99378,0.99472,0.94488,0.34578,0.15018,0.84357,0.0047332,0.0047332,0.0047332
268,25290.2,0.37962,0.2857,0.90228,0.98714,0.99376,0.99472,0.94494,0.34592,0.14997,0.84359,0.0047134,0.0047134,0.0047134
269,25384.7,0.38631,0.28365,0.90574,0.98704,0.99376,0.99472,0.94515,0.34599,0.15059,0.84359,0.0046936,0.0046936,0.0046936
270,25478.8,0.38239,0.28904,0.90227,0.98699,0.99376,0.99472,0.945,0.34585,0.15096,0.84363,0.0046738,0.0046738,0.0046738
271,25573.3,0.381,0.29056,0.90153,0.98678,0.99377,0.99472,0.94489,0.34601,0.15073,0.84368,0.004654,0.004654,0.004654
272,25668.3,0.37611,0.2816,0.90257,0.98673,0.99377,0.99472,0.94483,0.34614,0.15106,0.8437,0.0046342,0.0046342,0.0046342
273,25762.4,0.37835,0.27521,0.8995,0.98669,0.99379,0.99472,0.94484,0.34601,0.1508,0.84361,0.0046144,0.0046144,0.0046144
274,25856,0.38654,0.2825,0.90433,0.98674,0.99377,0.99472,0.94486,0.34604,0.15053,0.84355,0.0045946,0.0045946,0.0045946
275,25950,0.38644,0.28303,0.89825,0.98658,0.99378,0.99472,0.94476,0.34589,0.15063,0.84353,0.0045748,0.0045748,0.0045748
276,26044.2,0.37292,0.27894,0.89953,0.9865,0.99379,0.99472,0.94463,0.34577,0.15078,0.84362,0.004555,0.004555,0.004555
277,26138.6,0.38307,0.27919,0.90129,0.98669,0.99378,0.99472,0.94472,0.34568,0.1502,0.84368,0.0045352,0.0045352,0.0045352
278,26232.9,0.37419,0.27435,0.89697,0.9867,0.99375,0.99472,0.94456,0.34596,0.15057,0.84372,0.0045154,0.0045154,0.0045154
279,26327.1,0.37258,0.27265,0.8922,0.9867,0.99371,0.99471,0.94461,0.34623,0.15086,0.84384,0.0044956,0.0044956,0.0044956
280,26421.7,0.37934,0.27686,0.89981,0.98675,0.9937,0.99472,0.94461,0.34612,0.15025,0.84387,0.0044758,0.0044758,0.0044758
281,26516,0.37609,0.28082,0.8974,0.98676,0.99369,0.99475,0.94471,0.34619,0.15095,0.84387,0.004456,0.004456,0.004456
282,26610.1,0.383,0.2809,0.90348,0.98666,0.9936,0.99473,0.94442,0.34609,0.15097,0.84384,0.0044362,0.0044362,0.0044362
283,26704.3,0.38032,0.27922,0.901,0.98683,0.99358,0.99473,0.94445,0.34615,0.15082,0.84391,0.0044164,0.0044164,0.0044164
284,26798.3,0.37322,0.27145,0.895,0.98702,0.99357,0.99474,0.94434,0.3464,0.15116,0.84399,0.0043966,0.0043966,0.0043966
285,26892.7,0.38337,0.27745,0.89751,0.987,0.99361,0.99475,0.94443,0.34617,0.15108,0.84399,0.0043768,0.0043768,0.0043768
286,26986.7,0.37311,0.27105,0.89041,0.9873,0.99358,0.99475,0.94472,0.34641,0.15138,0.84398,0.004357,0.004357,0.004357
287,27081.2,0.37816,0.27127,0.89892,0.98724,0.99352,0.99476,0.94454,0.34644,0.15111,0.84409,0.0043372,0.0043372,0.0043372
288,27175.6,0.36898,0.26767,0.89676,0.98729,0.99341,0.99476,0.94444,0.34672,0.15137,0.8442,0.0043174,0.0043174,0.0043174
289,27269.5,0.3694,0.26963,0.89502,0.98753,0.99336,0.99476,0.94435,0.34671,0.15155,0.84428,0.0042976,0.0042976,0.0042976
290,27363.8,0.37099,0.2669,0.89325,0.98768,0.99327,0.99474,0.94445,0.34687,0.15205,0.84432,0.0042778,0.0042778,0.0042778
291,27457.6,0.37378,0.2705,0.89516,0.98769,0.99325,0.99474,0.94443,0.347,0.15191,0.84439,0.004258,0.004258,0.004258
292,27551.7,0.3711,0.26539,0.89015,0.98747,0.99329,0.99475,0.94471,0.34715,0.15166,0.84458,0.0042382,0.0042382,0.0042382
293,27646.1,0.37319,0.2677,0.89669,0.9876,0.9933,0.99475,0.94467,0.3473,0.15168,0.8446,0.0042184,0.0042184,0.0042184
294,27740,0.37172,0.26763,0.89383,0.98745,0.99332,0.99475,0.94461,0.34732,0.15139,0.84471,0.0041986,0.0041986,0.0041986
295,27834.2,0.36563,0.26534,0.89222,0.98747,0.99326,0.99475,0.94467,0.34703,0.15157,0.84443,0.0041788,0.0041788,0.0041788
296,27928.2,0.365,0.27235,0.89395,0.98737,0.99316,0.99475,0.94464,0.34719,0.15159,0.84459,0.004159,0.004159,0.004159
297,28022.7,0.37678,0.2636,0.89735,0.98727,0.99312,0.99476,0.94469,0.3473,0.15116,0.84464,0.0041392,0.0041392,0.0041392
298,28117.6,0.36761,0.26752,0.89738,0.98728,0.99294,0.99476,0.94471,0.34739,0.15148,0.8447,0.0041194,0.0041194,0.0041194
299,28211.3,0.37391,0.26332,0.89714,0.98726,0.99291,0.99477,0.94452,0.34735,0.15132,0.84479,0.0040996,0.0040996,0.0040996
300,28305.9,0.36647,0.26696,0.89695,0.98713,0.99295,0.99477,0.94474,0.34724,0.15102,0.84475,0.0040798,0.0040798,0.0040798
301,28400,0.36264,0.27034,0.89265,0.98711,0.99279,0.99477,0.94463,0.34741,0.15108,0.84479,0.00406,0.00406,0.00406
302,28494.3,0.36956,0.2752,0.89395,0.98682,0.99287,0.99477,0.9448,0.34743,0.15074,0.84482,0.0040402,0.0040402,0.0040402
303,28588.9,0.35845,0.26963,0.89298,0.98665,0.99289,0.99477,0.94479,0.34717,0.15068,0.84484,0.0040204,0.0040204,0.0040204
304,28682.8,0.36083,0.26144,0.88713,0.98671,0.99282,0.99477,0.94452,0.34732,0.15076,0.84487,0.0040006,0.0040006,0.0040006
305,28777.2,0.36318,0.26484,0.88998,0.98681,0.99269,0.99477,0.94469,0.34731,0.15138,0.84491,0.0039808,0.0039808,0.0039808
306,28871.7,0.36873,0.26721,0.89541,0.98682,0.99263,0.99477,0.94475,0.34734,0.1516,0.84496,0.003961,0.003961,0.003961
307,28965.9,0.36847,0.26966,0.89559,0.9866,0.99254,0.99477,0.94479,0.34773,0.15182,0.84501,0.0039412,0.0039412,0.0039412
308,29060.4,0.35724,0.26016,0.88739,0.98677,0.99259,0.99477,0.94485,0.34764,0.15185,0.84497,0.0039214,0.0039214,0.0039214
309,29154.5,0.37148,0.26447,0.89558,0.98665,0.99275,0.99477,0.94493,0.34791,0.15175,0.84516,0.0039016,0.0039016,0.0039016
310,29248.8,0.37324,0.26947,0.89706,0.98663,0.99292,0.99477,0.94477,0.34804,0.15181,0.84526,0.0038818,0.0038818,0.0038818
311,29342.9,0.36012,0.26135,0.89288,0.98653,0.99305,0.99477,0.94473,0.34818,0.15156,0.84527,0.003862,0.003862,0.003862
312,29437,0.36148,0.26147,0.89323,0.9864,0.99303,0.99477,0.94464,0.34832,0.15202,0.84521,0.0038422,0.0038422,0.0038422
313,29531.4,0.36782,0.26384,0.89462,0.98644,0.99298,0.99477,0.9445,0.34852,0.15217,0.84526,0.0038224,0.0038224,0.0038224
314,29625.1,0.36017,0.26096,0.88752,0.98643,0.99302,0.99477,0.94466,0.34852,0.1519,0.84536,0.0038026,0.0038026,0.0038026
315,29719.5,0.35794,0.25541,0.88923,0.98674,0.99298,0.99477,0.94469,0.34867,0.15191,0.8454,0.0037828,0.0037828,0.0037828
316,29813.9,0.36536,0.25895,0.88966,0.98706,0.99295,0.99477,0.94466,0.3488,0.15181,0.84535,0.003763,0.003763,0.003763
317,29907.6,0.36654,0.26634,0.89367,0.98691,0.99283,0.99477,0.94467,0.34898,0.15185,0.84537,0.0037432,0.0037432,0.0037432
318,30002.1,0.35806,0.25917,0.88706,0.98679,0.99278,0.99477,0.94484,0.34937,0.15208,0.84549,0.0037234,0.0037234,0.0037234
319,30096.2,0.36161,0.25671,0.88817,0.98694,0.99286,0.99477,0.94469,0.34912,0.15182,0.84551,0.0037036,0.0037036,0.0037036
320,30190.7,0.35491,0.2608,0.89185,0.98709,0.99285,0.99477,0.94483,0.34934,0.15177,0.84563,0.0036838,0.0036838,0.0036838
321,30284.9,0.3667,0.25603,0.89723,0.98702,0.99283,0.99477,0.94467,0.34953,0.15204,0.84571,0.003664,0.003664,0.003664
322,30378.8,0.35365,0.25558,0.88489,0.98715,0.99286,0.99477,0.94459,0.34961,0.15236,0.84572,0.0036442,0.0036442,0.0036442
323,30473.2,0.35295,0.25519,0.88753,0.98722,0.99282,0.99477,0.94512,0.34962,0.15204,0.84578,0.0036244,0.0036244,0.0036244
324,30567,0.36455,0.25646,0.88915,0.98727,0.99287,0.99477,0.94465,0.34987,0.15231,0.84596,0.0036046,0.0036046,0.0036046
325,30661.4,0.36016,0.25737,0.88796,0.98722,0.99283,0.99477,0.94497,0.35003,0.15212,0.84603,0.0035848,0.0035848,0.0035848
326,30755.8,0.36025,0.26258,0.89301,0.98726,0.99288,0.99477,0.9445,0.34999,0.15213,0.84606,0.003565,0.003565,0.003565
327,30849.7,0.34543,0.25116,0.88454,0.98728,0.993,0.99476,0.94457,0.35021,0.15242,0.84615,0.0035452,0.0035452,0.0035452
328,30944.3,0.35839,0.25901,0.88636,0.98728,0.9932,0.99476,0.94469,0.3503,0.15204,0.84615,0.0035254,0.0035254,0.0035254
329,31038.6,0.35452,0.25149,0.88469,0.98724,0.99335,0.99476,0.94466,0.35049,0.1521,0.84614,0.0035056,0.0035056,0.0035056
330,31132.9,0.35822,0.25609,0.88724,0.98732,0.9934,0.99476,0.94452,0.35056,0.15225,0.84623,0.0034858,0.0034858,0.0034858
331,31227.4,0.36258,0.25978,0.89132,0.98747,0.99373,0.99476,0.94479,0.35065,0.15271,0.84634,0.003466,0.003466,0.003466
332,31321.2,0.35771,0.2514,0.88502,0.98732,0.99376,0.99476,0.94469,0.35084,0.15303,0.84646,0.0034462,0.0034462,0.0034462
333,31415.5,0.35954,0.26367,0.89036,0.98734,0.99387,0.99476,0.94472,0.35095,0.1526,0.84661,0.0034264,0.0034264,0.0034264
334,31509.7,0.3549,0.2544,0.88963,0.98734,0.99398,0.99476,0.94478,0.35111,0.15269,0.84663,0.0034066,0.0034066,0.0034066
335,31604.4,0.35275,0.24925,0.8925,0.98741,0.99406,0.99476,0.94467,0.35119,0.15312,0.84664,0.0033868,0.0033868,0.0033868
336,31698.9,0.35836,0.25408,0.88759,0.9872,0.99406,0.99476,0.94478,0.35119,0.15306,0.84662,0.003367,0.003367,0.003367
337,31792.8,0.35338,0.25419,0.88697,0.98719,0.994,0.99476,0.94478,0.35149,0.153,0.84679,0.0033472,0.0033472,0.0033472
338,31887.1,0.35068,0.25481,0.88813,0.98717,0.99399,0.99476,0.94481,0.35168,0.15373,0.84679,0.0033274,0.0033274,0.0033274
339,31981.7,0.35025,0.25592,0.88554,0.98747,0.99407,0.99476,0.94477,0.35182,0.15384,0.84683,0.0033076,0.0033076,0.0033076
340,32075.7,0.35799,0.25478,0.88701,0.98746,0.99393,0.99476,0.94493,0.35196,0.1537,0.84692,0.0032878,0.0032878,0.0032878
341,32170.1,0.35179,0.24878,0.883,0.98757,0.99403,0.99476,0.94489,0.35187,0.15356,0.84696,0.003268,0.003268,0.003268
342,32263.7,0.3505,0.24972,0.88492,0.98765,0.99396,0.99476,0.94495,0.35215,0.15353,0.8471,0.0032482,0.0032482,0.0032482
343,32357.9,0.34629,0.25496,0.88412,0.98791,0.99403,0.99476,0.94484,0.3519,0.15355,0.84702,0.0032284,0.0032284,0.0032284
344,32452,0.35698,0.25328,0.88664,0.98781,0.99388,0.99476,0.94492,0.35215,0.15343,0.84713,0.0032086,0.0032086,0.0032086
345,32546.1,0.33873,0.24599,0.88202,0.988,0.99385,0.99476,0.94443,0.35264,0.15386,0.84718,0.0031888,0.0031888,0.0031888
346,32640.7,0.3506,0.25945,0.88703,0.98852,0.99409,0.99476,0.94471,0.35255,0.15385,0.84714,0.003169,0.003169,0.003169
347,32734.5,0.34898,0.24593,0.8831,0.98843,0.99418,0.99476,0.94448,0.35285,0.15409,0.84729,0.0031492,0.0031492,0.0031492
348,32829,0.34737,0.24873,0.88058,0.98826,0.99397,0.99476,0.94431,0.35288,0.15402,0.8473,0.0031294,0.0031294,0.0031294
349,32923.5,0.3468,0.24824,0.88433,0.9881,0.99382,0.99476,0.9444,0.35296,0.15381,0.84734,0.0031096,0.0031096,0.0031096
350,33017.9,0.35066,0.25008,0.88532,0.98809,0.99388,0.99476,0.944,0.35325,0.15385,0.84745,0.0030898,0.0030898,0.0030898
351,33112,0.34736,0.24798,0.88651,0.98816,0.99343,0.99476,0.94414,0.35323,0.15401,0.84732,0.00307,0.00307,0.00307
352,33205.9,0.34631,0.24913,0.88368,0.98831,0.99382,0.99476,0.94421,0.35352,0.15381,0.84742,0.0030502,0.0030502,0.0030502
353,33300.2,0.35521,0.24823,0.88923,0.98816,0.99387,0.99475,0.9444,0.35378,0.15399,0.84751,0.0030304,0.0030304,0.0030304
354,33394.5,0.35032,0.24932,0.88274,0.98813,0.99402,0.99475,0.94452,0.35403,0.15412,0.84763,0.0030106,0.0030106,0.0030106
355,33488.7,0.34904,0.25308,0.88395,0.98852,0.99422,0.99475,0.94461,0.35405,0.15512,0.84768,0.0029908,0.0029908,0.0029908
356,33583.3,0.34375,0.2494,0.88,0.98882,0.99426,0.99476,0.94446,0.35383,0.15493,0.84762,0.002971,0.002971,0.002971
357,33677.8,0.34333,0.24205,0.88343,0.98878,0.99427,0.99475,0.94429,0.35387,0.15522,0.84757,0.0029512,0.0029512,0.0029512
358,33772.1,0.34297,0.23843,0.88287,0.9887,0.99429,0.99475,0.94418,0.35401,0.15532,0.84765,0.0029314,0.0029314,0.0029314
359,33866.6,0.34579,0.24485,0.88078,0.98861,0.99432,0.99475,0.94416,0.35413,0.15539,0.84765,0.0029116,0.0029116,0.0029116
360,33960.4,0.3415,0.24979,0.88126,0.98863,0.99434,0.99475,0.94433,0.35419,0.15523,0.84771,0.0028918,0.0028918,0.0028918
361,34054.5,0.33968,0.2459,0.88087,0.98835,0.9943,0.99475,0.94434,0.35451,0.15534,0.84786,0.002872,0.002872,0.002872
362,34148.7,0.33652,0.24214,0.87833,0.98884,0.99427,0.99475,0.94404,0.35462,0.1553,0.84788,0.0028522,0.0028522,0.0028522
363,34242.8,0.34289,0.24444,0.88238,0.9888,0.99415,0.99475,0.94415,0.3548,0.15597,0.84794,0.0028324,0.0028324,0.0028324
364,34337.3,0.33921,0.24162,0.87782,0.98885,0.99414,0.99475,0.94416,0.35482,0.15582,0.84798,0.0028126,0.0028126,0.0028126
365,34430.8,0.34145,0.24578,0.88159,0.98919,0.99429,0.99475,0.94441,0.35505,0.15551,0.84807,0.0027928,0.0027928,0.0027928
366,34524.7,0.33205,0.23471,0.87541,0.98978,0.99425,0.99475,0.94422,0.35514,0.1553,0.84817,0.002773,0.002773,0.002773
367,34619.2,0.34449,0.24784,0.88274,0.98967,0.99424,0.99474,0.94423,0.35504,0.15543,0.84825,0.0027532,0.0027532,0.0027532
368,34713.3,0.33499,0.23658,0.88046,0.98973,0.99414,0.99474,0.94423,0.35516,0.15581,0.84835,0.0027334,0.0027334,0.0027334
369,34807.9,0.34156,0.25169,0.88318,0.98945,0.99426,0.99474,0.94423,0.35532,0.15609,0.84837,0.0027136,0.0027136,0.0027136
370,34902.1,0.33703,0.23937,0.88252,0.99002,0.99435,0.99474,0.94432,0.35539,0.15612,0.84839,0.0026938,0.0026938,0.0026938
371,34996.4,0.33382,0.23968,0.8773,0.99033,0.99426,0.99475,0.94438,0.35526,0.1564,0.84835,0.002674,0.002674,0.002674
372,35090.8,0.33837,0.23574,0.88315,0.99044,0.99439,0.99475,0.94454,0.35553,0.15701,0.84841,0.0026542,0.0026542,0.0026542
