epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1895.04,0.57124,0.63802,0.9776,0.96207,0.77293,0.79241,0.70724,0.43756,0.36429,0.87003,0.0096238,0.0096238,0.0096238
21,1989.92,0.56071,0.62904,0.9774,0.8407,0.46532,0.57615,0.37579,0.99756,1.59397,1.14884,0.009604,0.009604,0.009604
22,2084.4,0.54661,0.60944,0.96712,0.94672,0.73736,0.78076,0.67345,0.49452,0.45367,0.89665,0.0095842,0.0095842,0.0095842
23,2178.99,0.54626,0.61065,0.97216,0.85773,0.70837,0.72202,0.61146,0.54505,0.58905,0.92448,0.0095644,0.0095644,0.0095644
24,2272.8,0.54471,0.58696,0.97459,0.9657,0.76638,0.79548,0.70902,0.43792,0.35491,0.86948,0.0095446,0.0095446,0.0095446
25,2367.14,0.53143,0.5873,0.96292,0.9408,0.71672,0.76792,0.67129,0.45302,0.47157,0.877,0.0095248,0.0095248,0.0095248
26,2462.15,0.54334,0.59618,0.96759,0.83623,0.50833,0.57136,0.34495,1.21926,1.25307,1.26084,0.009505,0.009505,0.009505
27,2556.86,0.52848,0.57574,0.95747,0.88177,0.68628,0.72923,0.61386,0.61303,0.63136,0.96156,0.0094852,0.0094852,0.0094852
28,2651.61,0.54218,0.56035,0.97206,0.92257,0.73478,0.83088,0.70621,0.56762,0.4888,0.93198,0.0094654,0.0094654,0.0094654
29,2745.59,0.53563,0.55945,0.96875,0.8849,0.61793,0.69907,0.54378,0.66313,0.7021,1.22898,0.0094456,0.0094456,0.0094456
30,2840.13,0.53016,0.55465,0.96677,0.89309,0.67167,0.7486,0.6194,0.6034,0.58405,1.00664,0.0094258,0.0094258,0.0094258
31,2934.52,0.52789,0.5614,0.96339,0.84393,0.66391,0.70629,0.54194,0.67496,0.89607,1.09453,0.009406,0.009406,0.009406
32,3028.33,0.52797,0.54793,0.96233,0.92432,0.72922,0.75266,0.65613,0.50537,0.48062,0.9001,0.0093862,0.0093862,0.0093862
33,3122.96,0.51234,0.54726,0.95387,0.87216,0.67138,0.73408,0.60914,0.61159,0.67272,1.10434,0.0093664,0.0093664,0.0093664
34,3216.75,0.51957,0.53771,0.961,0.87854,0.66288,0.7113,0.5951,0.62167,0.66857,0.94588,0.0093466,0.0093466,0.0093466
35,3311.16,0.5223,0.54184,0.96219,0.96331,0.75216,0.78567,0.7038,0.40594,0.39372,0.85885,0.0093268,0.0093268,0.0093268
36,3405.69,0.51216,0.53236,0.95956,0.97992,0.76405,0.792,0.7128,0.41668,0.33472,0.86535,0.009307,0.009307,0.009307
37,3499.99,0.52027,0.53202,0.96046,0.94589,0.73007,0.77691,0.69136,0.43461,0.40163,0.87597,0.0092872,0.0092872,0.0092872
38,3594.54,0.51582,0.52079,0.96558,0.93862,0.73486,0.77291,0.66253,0.53805,0.45183,0.92134,0.0092674,0.0092674,0.0092674
39,3689.1,0.51088,0.51308,0.95628,0.94015,0.73539,0.79084,0.70514,0.43842,0.45093,0.87317,0.0092476,0.0092476,0.0092476
40,3783.57,0.5062,0.50302,0.95061,0.81357,0.46622,0.51701,0.28896,1.087,1.58206,1.33384,0.0092278,0.0092278,0.0092278
41,3877.93,0.50551,0.50642,0.95479,0.91726,0.74182,0.78432,0.65498,0.56381,0.46824,1.00395,0.009208,0.009208,0.009208
42,3972.08,0.51962,0.51174,0.9636,0.94048,0.75311,0.77525,0.67378,0.47515,0.41248,0.89844,0.0091882,0.0091882,0.0091882
43,4066.72,0.49588,0.50188,0.95148,0.97784,0.76472,0.79334,0.71652,0.39854,0.3152,0.85663,0.0091684,0.0091684,0.0091684
44,4160.79,0.49945,0.48621,0.95075,0.95511,0.74601,0.78435,0.6957,0.44072,0.36231,0.88556,0.0091486,0.0091486,0.0091486
45,4255.16,0.49569,0.48308,0.9496,0.977,0.78153,0.82276,0.7507,0.40438,0.29518,0.86012,0.0091288,0.0091288,0.0091288
46,4349.81,0.4896,0.49302,0.94722,0.95609,0.74651,0.79377,0.70488,0.41331,0.38027,0.85867,0.009109,0.009109,0.009109
47,4443.84,0.50071,0.50083,0.94997,0.62047,0.28844,0.29158,0.18826,1.03311,2.88413,1.18424,0.0090892,0.0090892,0.0090892
48,4538.31,0.48871,0.47039,0.95085,0.98512,0.77418,0.80463,0.73399,0.38887,0.28072,0.85651,0.0090694,0.0090694,0.0090694
49,4632.15,0.4896,0.47664,0.94956,0.91374,0.71815,0.76059,0.65278,0.50729,0.4681,0.90849,0.0090496,0.0090496,0.0090496
50,4726.88,0.49713,0.47599,0.95443,0.91035,0.66271,0.74191,0.60257,0.78049,0.61584,1.07276,0.0090298,0.0090298,0.0090298
51,4821.37,0.50561,0.47188,0.95264,0.85374,0.59564,0.71092,0.53558,0.65706,0.80973,1.27122,0.00901,0.00901,0.00901
52,4915.53,0.48332,0.46207,0.95062,0.98182,0.77351,0.79569,0.72025,0.39925,0.27673,0.85697,0.0089902,0.0089902,0.0089902
53,5010.57,0.48577,0.46696,0.94754,0.97217,0.78346,0.82709,0.75577,0.39696,0.27191,0.85478,0.0089704,0.0089704,0.0089704
54,5104.56,0.48501,0.46234,0.94797,0.94378,0.75613,0.78098,0.703,0.3958,0.36148,0.86292,0.0089506,0.0089506,0.0089506
55,5198.97,0.48317,0.4565,0.94781,0.84822,0.62632,0.70667,0.49505,0.77146,0.73349,1.24285,0.0089308,0.0089308,0.0089308
56,5293.8,0.48347,0.47212,0.9459,0.88296,0.7165,0.76128,0.6828,0.41592,0.59908,0.86888,0.008911,0.008911,0.008911
57,5388.14,0.48375,0.4593,0.94858,0.90202,0.68639,0.74561,0.56931,0.63084,0.56364,1.23257,0.0088912,0.0088912,0.0088912
58,5482.87,0.48281,0.46244,0.95002,0.73703,0.78085,0.80514,0.73061,0.38824,0.33944,0.8533,0.0088714,0.0088714,0.0088714
59,5577.54,0.48224,0.44932,0.94305,0.74326,0.82682,0.85025,0.70057,0.56138,0.41745,1.11224,0.0088516,0.0088516,0.0088516
60,5671.62,0.47655,0.44118,0.93972,0.93696,0.73257,0.77449,0.64086,0.71339,0.49086,1.02653,0.0088318,0.0088318,0.0088318
61,5766.23,0.48471,0.44987,0.94733,0.72412,0.79653,0.81288,0.73575,0.39158,0.26692,0.85824,0.008812,0.008812,0.008812
62,5860.4,0.47277,0.44271,0.94277,0.96736,0.75813,0.79205,0.72217,0.3818,0.31127,0.85144,0.0087922,0.0087922,0.0087922
63,5955.37,0.4809,0.44091,0.94465,0.94079,0.75245,0.78006,0.69985,0.40787,0.34568,0.871,0.0087724,0.0087724,0.0087724
64,6049.9,0.47275,0.44086,0.94404,0.94987,0.73796,0.76728,0.67489,0.43695,0.41204,0.87614,0.0087526,0.0087526,0.0087526
65,6144,0.47208,0.43957,0.93839,0.94964,0.72767,0.80986,0.69357,0.71101,0.42842,1.03449,0.0087328,0.0087328,0.0087328
66,6238.65,0.47257,0.42683,0.94548,0.96643,0.76782,0.80484,0.72779,0.39815,0.30253,0.85629,0.008713,0.008713,0.008713
67,6332.66,0.47548,0.44225,0.9415,0.76399,0.86216,0.81909,0.74684,0.39935,0.2631,0.86445,0.0086932,0.0086932,0.0086932
68,6427.03,0.4778,0.43186,0.94511,0.78114,0.9283,0.84452,0.77731,0.383,0.26429,0.85243,0.0086734,0.0086734,0.0086734
69,6521.61,0.4775,0.44232,0.94585,0.96997,0.76651,0.8007,0.71683,0.41392,0.30395,0.87207,0.0086536,0.0086536,0.0086536
70,6615.44,0.46793,0.42209,0.94028,0.96579,0.72994,0.78843,0.70663,0.40762,0.38486,0.864,0.0086338,0.0086338,0.0086338
71,6709.78,0.48417,0.42883,0.94684,0.9142,0.69085,0.7443,0.59637,0.58454,0.51724,1.13147,0.008614,0.008614,0.008614
72,6804.21,0.48058,0.42563,0.94537,0.75502,0.85247,0.8046,0.73051,0.39518,0.29018,0.85933,0.0085942,0.0085942,0.0085942
73,6898.74,0.47356,0.42814,0.94462,0.8639,0.8563,0.84377,0.77696,0.38041,0.24505,0.85032,0.0085744,0.0085744,0.0085744
74,6993.21,0.46231,0.41812,0.94002,0.76155,0.84948,0.8133,0.74136,0.38908,0.27745,0.85381,0.0085546,0.0085546,0.0085546
75,7087,0.46884,0.41523,0.94233,0.78727,0.97622,0.84271,0.77692,0.37301,0.23048,0.84801,0.0085348,0.0085348,0.0085348
76,7181.56,0.46198,0.40862,0.93579,0.96958,0.76943,0.79454,0.71746,0.38835,0.28912,0.85315,0.008515,0.008515,0.008515
77,7275.8,0.47575,0.41346,0.94063,0.76918,0.84729,0.83718,0.76845,0.37867,0.23933,0.85162,0.0084952,0.0084952,0.0084952
78,7370.36,0.46722,0.42428,0.94103,0.77758,0.86443,0.83765,0.77455,0.3744,0.23968,0.84983,0.0084754,0.0084754,0.0084754
79,7464.71,0.46295,0.41276,0.94081,0.82325,0.92659,0.87119,0.79956,0.37723,0.25376,0.85258,0.0084556,0.0084556,0.0084556
80,7558.72,0.46143,0.41935,0.93912,0.7817,0.92998,0.83246,0.76546,0.37568,0.23634,0.84774,0.0084358,0.0084358,0.0084358
81,7652.86,0.46704,0.40878,0.93847,0.97329,0.77716,0.80035,0.73246,0.37712,0.25869,0.84888,0.008416,0.008416,0.008416
82,7747.09,0.46894,0.40624,0.94111,0.75523,0.85471,0.81932,0.75783,0.36771,0.2994,0.84688,0.0083962,0.0083962,0.0083962
83,7841.4,0.47334,0.41327,0.94756,0.85248,0.92428,0.86108,0.7992,0.36848,0.23283,0.8472,0.0083764,0.0083764,0.0083764
84,7935.8,0.46829,0.40548,0.93967,0.98531,0.78422,0.80355,0.73709,0.3762,0.23098,0.84925,0.0083566,0.0083566,0.0083566
85,8029.74,0.45957,0.40767,0.93679,0.77245,0.92631,0.85906,0.79655,0.3637,0.22854,0.84859,0.0083368,0.0083368,0.0083368
86,8124.13,0.46502,0.41148,0.93958,0.77042,0.8622,0.81887,0.75764,0.36882,0.22107,0.84949,0.008317,0.008317,0.008317
87,8218.87,0.46018,0.41107,0.93842,0.755,0.8537,0.81134,0.74641,0.36848,0.2513,0.84704,0.0082972,0.0082972,0.0082972
88,8312.95,0.46318,0.40487,0.94086,0.76104,0.91067,0.81469,0.74153,0.37505,0.29406,0.84949,0.0082774,0.0082774,0.0082774
89,8407.45,0.45603,0.39353,0.93852,0.96689,0.78254,0.80982,0.74138,0.366,0.26885,0.84568,0.0082576,0.0082576,0.0082576
90,8501.6,0.45654,0.41005,0.9377,0.97977,0.7871,0.80299,0.73687,0.37354,0.24769,0.84918,0.0082378,0.0082378,0.0082378
91,8595.72,0.4631,0.40342,0.94357,0.78451,0.86331,0.82254,0.7615,0.36221,0.20674,0.84605,0.008218,0.008218,0.008218
92,8690.11,0.46111,0.39698,0.93884,0.76695,0.86052,0.81461,0.74962,0.37563,0.23859,0.84743,0.0081982,0.0081982,0.0081982
93,8784.23,0.46105,0.3911,0.94093,0.98335,0.78013,0.80602,0.74281,0.36624,0.23206,0.84623,0.0081784,0.0081784,0.0081784
94,8878.69,0.46134,0.38924,0.93595,0.7975,0.85989,0.84483,0.78124,0.36951,0.21438,0.84614,0.0081586,0.0081586,0.0081586
95,8972.9,0.45201,0.39502,0.93419,0.77896,0.86164,0.80827,0.74758,0.36194,0.21656,0.84328,0.0081388,0.0081388,0.0081388
96,9067.5,0.45907,0.39417,0.93886,0.98371,0.78519,0.80391,0.73975,0.36917,0.22248,0.84762,0.008119,0.008119,0.008119
97,9161.61,0.44379,0.38062,0.92962,0.76287,0.91615,0.81653,0.75637,0.3583,0.22299,0.84394,0.0080992,0.0080992,0.0080992
98,9255.33,0.45364,0.37873,0.9349,0.8569,0.99437,0.89387,0.83445,0.3606,0.20807,0.84076,0.0080794,0.0080794,0.0080794
99,9349.93,0.4454,0.38326,0.93254,0.93416,0.85784,0.88868,0.82774,0.36344,0.22208,0.84507,0.0080596,0.0080596,0.0080596
100,9444.26,0.45912,0.38387,0.93587,0.69797,0.92349,0.7954,0.73211,0.37672,0.33977,0.84738,0.0080398,0.0080398,0.0080398
101,9538.74,0.4547,0.39077,0.93333,0.78741,0.78423,0.81729,0.75638,0.3642,0.21466,0.84359,0.00802,0.00802,0.00802
102,9633.29,0.44363,0.38129,0.92882,0.77994,0.92838,0.82356,0.7605,0.36224,0.21721,0.84479,0.0080002,0.0080002,0.0080002
103,9726.69,0.44985,0.39276,0.92944,0.84805,0.94664,0.89304,0.83375,0.35847,0.20831,0.84643,0.0079804,0.0079804,0.0079804
104,9821.21,0.44532,0.38853,0.9299,0.87195,0.85871,0.88718,0.82736,0.35972,0.20784,0.84422,0.0079606,0.0079606,0.0079606
105,9915.55,0.44361,0.37925,0.93258,0.80246,0.91845,0.82403,0.76042,0.36013,0.24238,0.84302,0.0079408,0.0079408,0.0079408
106,10009.9,0.43639,0.38117,0.92059,0.82679,0.92998,0.8684,0.80998,0.35642,0.19916,0.84223,0.007921,0.007921,0.007921
107,10104.7,0.44997,0.38695,0.93263,0.82694,0.85761,0.83293,0.77326,0.36218,0.19864,0.84239,0.0079012,0.0079012,0.0079012
108,10198.3,0.44222,0.36756,0.93081,0.87229,0.92956,0.93762,0.87726,0.36006,0.1948,0.84465,0.0078814,0.0078814,0.0078814
109,10293,0.45386,0.38933,0.93489,0.89624,0.99274,0.94489,0.88323,0.35984,0.19577,0.8452,0.0078616,0.0078616,0.0078616
110,10387.9,0.44403,0.37091,0.93769,0.91692,0.99764,0.97779,0.91945,0.35704,0.20148,0.84364,0.0078418,0.0078418,0.0078418
111,10481.9,0.44107,0.37233,0.92631,0.92233,0.99095,0.94436,0.88451,0.35357,0.19548,0.84393,0.007822,0.007822,0.007822
112,10576.3,0.4447,0.37339,0.92856,0.86603,0.92767,0.92037,0.85882,0.35662,0.19793,0.84194,0.0078022,0.0078022,0.0078022
113,10670.3,0.45698,0.37262,0.93298,0.98954,0.92273,0.93498,0.87488,0.35622,0.19647,0.84471,0.0077824,0.0077824,0.0077824
114,10764.6,0.44198,0.36672,0.92518,0.88916,0.92977,0.9086,0.85148,0.35884,0.19042,0.84499,0.0077626,0.0077626,0.0077626
115,10859,0.44946,0.37489,0.93653,0.94492,0.92483,0.92914,0.86757,0.3614,0.22198,0.8467,0.0077428,0.0077428,0.0077428
116,10953,0.45082,0.3804,0.93382,0.82091,0.86331,0.8881,0.82646,0.36018,0.20979,0.84588,0.007723,0.007723,0.007723
117,11047.2,0.43821,0.36294,0.92864,0.96651,0.92655,0.93096,0.8676,0.35254,0.20868,0.84424,0.0077032,0.0077032,0.0077032
118,11141,0.43911,0.3591,0.92725,0.92235,0.92741,0.95196,0.89068,0.35437,0.18769,0.84396,0.0076834,0.0076834,0.0076834
119,11235.2,0.44523,0.36209,0.93286,0.98599,0.99734,0.99412,0.9366,0.35849,0.17902,0.84432,0.0076636,0.0076636,0.0076636
120,11329.7,0.45152,0.36538,0.93654,0.92257,0.92577,0.89258,0.83602,0.35231,0.18945,0.84134,0.0076438,0.0076438,0.0076438
121,11423.6,0.43971,0.36098,0.92858,0.91847,0.93004,0.89518,0.83785,0.35562,0.18329,0.84357,0.007624,0.007624,0.007624
122,11518.2,0.44366,0.361,0.93253,0.87802,0.92704,0.89568,0.83369,0.36053,0.19953,0.84493,0.0076042,0.0076042,0.0076042
123,11612.5,0.4391,0.37559,0.92646,0.91955,0.92456,0.93318,0.8731,0.35562,0.18734,0.84327,0.0075844,0.0075844,0.0075844
124,11707,0.43973,0.36721,0.93268,0.91779,0.92639,0.91693,0.85592,0.35504,0.18472,0.84261,0.0075646,0.0075646,0.0075646
125,11801.1,0.44195,0.36051,0.93009,0.91396,0.93012,0.92348,0.8608,0.35502,0.18383,0.84434,0.0075448,0.0075448,0.0075448
126,11894.9,0.43555,0.35869,0.92362,0.86158,0.98573,0.87995,0.82015,0.35657,0.20493,0.84422,0.007525,0.007525,0.007525
127,11989.2,0.44168,0.36051,0.928,0.88104,0.99661,0.8947,0.83807,0.34691,0.18738,0.84252,0.0075052,0.0075052,0.0075052
128,12083,0.43765,0.35933,0.92379,0.91685,0.92767,0.91636,0.8592,0.35176,0.18774,0.84448,0.0074854,0.0074854,0.0074854
129,12177.4,0.4427,0.36034,0.92938,0.91585,0.92643,0.93108,0.87182,0.35059,0.18721,0.84283,0.0074656,0.0074656,0.0074656
130,12272,0.44196,0.35632,0.93666,0.99028,0.92127,0.96764,0.90834,0.35807,0.19061,0.84492,0.0074458,0.0074458,0.0074458
131,12365.8,0.44008,0.35042,0.92884,0.91198,0.99045,0.96129,0.90266,0.35582,0.19152,0.84304,0.007426,0.007426,0.007426
132,12460.2,0.43834,0.3602,0.92831,0.97307,0.99197,0.99345,0.93618,0.3516,0.19144,0.84256,0.0074062,0.0074062,0.0074062
133,12554.4,0.43838,0.3527,0.92694,0.98495,0.92207,0.92974,0.87147,0.35129,0.18932,0.84371,0.0073864,0.0073864,0.0073864
134,12648.5,0.44283,0.35239,0.93302,0.96515,0.85897,0.91816,0.86088,0.35253,0.18219,0.84405,0.0073666,0.0073666,0.0073666
135,12743,0.43306,0.36098,0.92617,0.98216,0.92822,0.93437,0.87839,0.35201,0.18087,0.84364,0.0073468,0.0073468,0.0073468
136,12837.2,0.45086,0.36185,0.9363,0.98407,0.92439,0.96101,0.90551,0.34888,0.18111,0.84358,0.007327,0.007327,0.007327
137,12931.5,0.43117,0.35713,0.92827,0.9893,0.92215,0.95614,0.90091,0.34748,0.18335,0.84227,0.0073072,0.0073072,0.0073072
138,13025.6,0.42576,0.34375,0.92174,0.96843,0.855,0.89925,0.84321,0.34867,0.18014,0.84214,0.0072874,0.0072874,0.0072874
139,13119.4,0.44032,0.35371,0.92892,0.99031,0.92344,0.97773,0.92301,0.34682,0.17295,0.841,0.0072676,0.0072676,0.0072676
140,13213.7,0.43729,0.35891,0.92966,0.97901,0.92508,0.94471,0.8887,0.35084,0.17761,0.84196,0.0072478,0.0072478,0.0072478
141,13307.8,0.44154,0.35356,0.93023,0.9839,0.92285,0.96739,0.91102,0.34913,0.17301,0.8416,0.007228,0.007228,0.007228
142,13402.3,0.42953,0.34056,0.92255,0.92209,0.98617,0.96062,0.90531,0.35027,0.17707,0.84383,0.0072082,0.0072082,0.0072082
143,13496.4,0.4297,0.34399,0.92106,0.93705,0.99135,0.96163,0.90736,0.34785,0.17271,0.84081,0.0071884,0.0071884,0.0071884
144,13590.5,0.42885,0.3576,0.92405,0.94328,0.99549,0.97832,0.92485,0.3456,0.16572,0.83935,0.0071686,0.0071686,0.0071686
145,13684.8,0.42851,0.35263,0.92565,0.91869,0.9291,0.94589,0.89084,0.34638,0.17152,0.83991,0.0071488,0.0071488,0.0071488
146,13779,0.43263,0.35144,0.92602,0.91778,0.92541,0.92022,0.86486,0.34721,0.17747,0.84034,0.007129,0.007129,0.007129
147,13873.6,0.42765,0.33114,0.92217,0.91163,0.92933,0.92792,0.87284,0.34616,0.17389,0.83982,0.0071092,0.0071092,0.0071092
148,13968.3,0.43362,0.34764,0.9237,0.99293,0.91942,0.95291,0.89789,0.34684,0.17333,0.83891,0.0070894,0.0070894,0.0070894
149,14062.3,0.43963,0.34418,0.93293,0.9387,0.99397,0.9616,0.90538,0.34696,0.16756,0.8387,0.0070696,0.0070696,0.0070696
150,14156.7,0.43332,0.34553,0.92409,0.93872,0.9948,0.97798,0.92083,0.34805,0.16646,0.83981,0.0070498,0.0070498,0.0070498
151,14250.4,0.4253,0.3314,0.91978,0.92205,0.92651,0.94597,0.88989,0.34773,0.16942,0.84112,0.00703,0.00703,0.00703
152,14344.8,0.42797,0.33569,0.92809,0.91993,0.92743,0.93463,0.87918,0.35077,0.17065,0.84139,0.0070102,0.0070102,0.0070102
153,14439.3,0.42809,0.34088,0.92328,0.93951,0.99478,0.9779,0.92309,0.3479,0.16438,0.84077,0.0069904,0.0069904,0.0069904
154,14533.4,0.42997,0.33523,0.92012,0.94027,0.99315,0.97795,0.92275,0.34815,0.16398,0.84059,0.0069706,0.0069706,0.0069706
155,14627.7,0.42244,0.33484,0.92379,0.93793,0.98417,0.96139,0.90634,0.34679,0.16608,0.84036,0.0069508,0.0069508,0.0069508
156,14721.8,0.42702,0.33739,0.92412,0.93779,0.99434,0.97774,0.92314,0.34732,0.16502,0.84093,0.006931,0.006931,0.006931
157,14816,0.43684,0.33481,0.92776,0.93591,0.99665,0.97795,0.92399,0.34648,0.1657,0.84123,0.0069112,0.0069112,0.0069112
158,14910.6,0.42541,0.3306,0.92049,0.94073,0.99434,0.9779,0.92314,0.34638,0.16511,0.84018,0.0068914,0.0068914,0.0068914
159,15004.4,0.42264,0.34235,0.91752,0.94331,0.98877,0.97782,0.92385,0.34801,0.16437,0.8396,0.0068716,0.0068716,0.0068716
160,15098.8,0.41635,0.33046,0.91426,0.99478,0.982,0.99412,0.93985,0.3487,0.1606,0.84026,0.0068518,0.0068518,0.0068518
161,15193.5,0.42604,0.32973,0.918,0.98333,0.99207,0.99456,0.94085,0.3472,0.15831,0.84065,0.006832,0.006832,0.006832
162,15287.8,0.42583,0.3331,0.92148,0.99658,0.99227,0.99481,0.94053,0.34586,0.1577,0.84072,0.0068122,0.0068122,0.0068122
163,15382,0.42053,0.32765,0.92186,0.94611,0.98288,0.9948,0.93936,0.34779,0.15923,0.84132,0.0067924,0.0067924,0.0067924
164,15476,0.42658,0.33645,0.92594,0.93645,0.99194,0.97826,0.9231,0.34859,0.16052,0.84175,0.0067726,0.0067726,0.0067726
165,15570.3,0.42957,0.32861,0.92629,0.94567,0.98802,0.99441,0.94079,0.34755,0.15906,0.84147,0.0067528,0.0067528,0.0067528
166,15664.7,0.41031,0.32099,0.91514,0.92857,0.99265,0.99427,0.94122,0.34738,0.16143,0.84128,0.006733,0.006733,0.006733
167,15758.4,0.42145,0.33228,0.91849,0.99468,0.98936,0.99455,0.94154,0.34594,0.15973,0.8411,0.0067132,0.0067132,0.0067132
168,15853,0.42214,0.33437,0.92221,0.99491,0.99238,0.99432,0.94219,0.34627,0.16137,0.84124,0.0066934,0.0066934,0.0066934
169,15947.3,0.41522,0.3263,0.91136,0.94039,0.99223,0.9774,0.9239,0.34754,0.16019,0.84142,0.0066736,0.0066736,0.0066736
170,16041.9,0.42087,0.33151,0.91395,0.94087,0.99223,0.97738,0.92496,0.34772,0.16118,0.8415,0.0066538,0.0066538,0.0066538
171,16137,0.41848,0.33745,0.91833,0.937,0.99143,0.97743,0.92421,0.3474,0.16052,0.84124,0.006634,0.006634,0.006634
172,16231.1,0.42376,0.32742,0.92068,0.98433,0.99274,0.99447,0.94107,0.34969,0.15816,0.84171,0.0066142,0.0066142,0.0066142
173,16325.9,0.41676,0.32514,0.91847,0.98629,0.99329,0.99449,0.94094,0.3509,0.15791,0.84284,0.0065944,0.0065944,0.0065944
174,16420.4,0.42498,0.32965,0.91791,0.98955,0.993,0.99471,0.94078,0.35022,0.15767,0.84302,0.0065746,0.0065746,0.0065746
175,16514.9,0.42122,0.32581,0.92078,0.99456,0.99483,0.99476,0.94091,0.34786,0.15637,0.84219,0.0065548,0.0065548,0.0065548
176,16609.5,0.41365,0.32054,0.9162,0.9941,0.99381,0.99478,0.94097,0.34913,0.1578,0.84232,0.006535,0.006535,0.006535
177,16703.7,0.4221,0.32225,0.92163,0.97191,0.99002,0.9947,0.94168,0.34952,0.1596,0.84254,0.0065152,0.0065152,0.0065152
178,16798.1,0.41808,0.32435,0.92167,0.9839,0.9929,0.9948,0.94204,0.34903,0.15756,0.84248,0.0064954,0.0064954,0.0064954
179,16892.1,0.41671,0.32357,0.91947,0.98767,0.99464,0.99479,0.94182,0.34828,0.15749,0.84234,0.0064756,0.0064756,0.0064756
180,16986.4,0.42067,0.31722,0.91902,0.992,0.99298,0.99479,0.94165,0.34922,0.15867,0.84196,0.0064558,0.0064558,0.0064558
181,17081,0.42285,0.32693,0.92273,0.99138,0.99345,0.9948,0.94158,0.35001,0.15904,0.84259,0.006436,0.006436,0.006436
182,17175.3,0.40807,0.32207,0.91644,0.99113,0.99389,0.99481,0.94156,0.3508,0.15891,0.84309,0.0064162,0.0064162,0.0064162
183,17270,0.40774,0.32475,0.91326,0.99593,0.98815,0.99481,0.94121,0.35152,0.15871,0.84346,0.0063964,0.0063964,0.0063964
184,17364.3,0.41964,0.32046,0.91817,0.99193,0.99374,0.99481,0.94051,0.35015,0.15593,0.84359,0.0063766,0.0063766,0.0063766
185,17458.5,0.41493,0.31547,0.91762,0.98496,0.99377,0.99483,0.94086,0.35041,0.15485,0.84329,0.0063568,0.0063568,0.0063568
