epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,16360,0.40928,0.30308,0.90986,0.97617,0.98962,0.99397,0.94157,0.35175,0.17393,0.84428,0.0064954,0.0064954,0.0064954
179,16451.4,0.40298,0.30382,0.91289,0.99425,0.98649,0.99403,0.94226,0.35248,0.17642,0.84498,0.0064756,0.0064756,0.0064756
180,16543.7,0.40656,0.30083,0.91069,0.99198,0.9892,0.99408,0.9422,0.35224,0.17725,0.84525,0.0064558,0.0064558,0.0064558
181,16635.8,0.40721,0.30758,0.90695,0.98114,0.99424,0.99407,0.94157,0.35126,0.174,0.84456,0.006436,0.006436,0.006436
182,16727.8,0.40253,0.30769,0.9081,0.99087,0.98975,0.99451,0.94161,0.35203,0.17165,0.84529,0.0064162,0.0064162,0.0064162
183,16819.7,0.39879,0.30515,0.90436,0.99323,0.92654,0.97801,0.92484,0.35117,0.17059,0.84489,0.0063964,0.0063964,0.0063964
184,16911.3,0.41047,0.30638,0.91315,0.99169,0.99395,0.99461,0.94079,0.35165,0.16995,0.84531,0.0063766,0.0063766,0.0063766
185,17003,0.40548,0.30282,0.90593,0.98892,0.99051,0.99454,0.94135,0.35031,0.16812,0.84446,0.0063568,0.0063568,0.0063568
186,17095.2,0.40264,0.30819,0.90492,0.98752,0.99418,0.9946,0.9413,0.34993,0.16776,0.84392,0.006337,0.006337,0.006337
187,17187.1,0.39417,0.29303,0.90815,0.99023,0.99045,0.99458,0.94157,0.3508,0.16981,0.845,0.0063172,0.0063172,0.0063172
188,17279.2,0.40596,0.30516,0.91153,0.9875,0.98997,0.99462,0.94203,0.35066,0.17014,0.84465,0.0062974,0.0062974,0.0062974
189,17370.8,0.40196,0.30617,0.90645,0.99005,0.9915,0.99461,0.94211,0.35107,0.17251,0.84516,0.0062776,0.0062776,0.0062776
190,17462.3,0.40327,0.30472,0.90854,0.99267,0.99126,0.99467,0.94148,0.35177,0.17288,0.84577,0.0062578,0.0062578,0.0062578
191,17554.6,0.39504,0.29731,0.90203,0.98713,0.99108,0.99463,0.94178,0.35106,0.17185,0.84557,0.006238,0.006238,0.006238
192,17646.4,0.41288,0.30595,0.90937,0.97268,0.99157,0.99463,0.94207,0.35062,0.17074,0.84504,0.0062182,0.0062182,0.0062182
193,17738.2,0.39459,0.29257,0.90304,0.98085,0.99156,0.9946,0.9424,0.35155,0.16829,0.84505,0.0061984,0.0061984,0.0061984
194,17830.3,0.39883,0.3022,0.9036,0.97607,0.99127,0.99459,0.94246,0.35217,0.16863,0.84627,0.0061786,0.0061786,0.0061786
195,17921.7,0.40328,0.30299,0.90968,0.97494,0.99141,0.99454,0.94205,0.35243,0.16873,0.84653,0.0061588,0.0061588,0.0061588
196,18013.8,0.40162,0.2993,0.90405,0.97776,0.99254,0.99456,0.94267,0.3526,0.16772,0.84629,0.006139,0.006139,0.006139
197,18105.6,0.40151,0.29623,0.90565,0.9757,0.99188,0.99452,0.94262,0.35202,0.16873,0.8459,0.0061192,0.0061192,0.0061192
198,18197.5,0.39853,0.29254,0.90266,0.97851,0.99283,0.99442,0.94234,0.3523,0.1682,0.84623,0.0060994,0.0060994,0.0060994
199,18289.7,0.3954,0.29744,0.90194,0.97529,0.99281,0.99437,0.94229,0.35201,0.16773,0.84606,0.0060796,0.0060796,0.0060796
200,18363.4,0.40122,0.29235,0.90828,0.97757,0.99301,0.99431,0.94156,0.35283,0.1665,0.84691,0.0060598,0.0060598,0.0060598
201,18439.6,0.39545,0.28904,0.90007,0.98081,0.99322,0.9943,0.94159,0.35351,0.16605,0.84774,0.00604,0.00604,0.00604
202,18531.8,0.39171,0.29668,0.90354,0.97802,0.99322,0.99426,0.94209,0.35375,0.16602,0.84772,0.0060202,0.0060202,0.0060202
203,18623.6,0.39251,0.29566,0.90126,0.97361,0.99322,0.99424,0.94213,0.35345,0.16608,0.84712,0.0060004,0.0060004,0.0060004
204,18715.3,0.39231,0.29091,0.89694,0.97165,0.99322,0.99423,0.94207,0.35356,0.16553,0.84687,0.0059806,0.0059806,0.0059806
205,18807.5,0.4006,0.30335,0.90208,0.96536,0.99322,0.99416,0.94203,0.35362,0.16648,0.84685,0.0059608,0.0059608,0.0059608
206,18899.4,0.40173,0.29806,0.90357,0.96595,0.99322,0.99414,0.94157,0.35367,0.16582,0.84695,0.005941,0.005941,0.005941
207,18991.5,0.39621,0.2852,0.90204,0.97335,0.99322,0.99408,0.94206,0.3535,0.16523,0.84699,0.0059212,0.0059212,0.0059212
208,19083,0.39662,0.29641,0.90207,0.96764,0.99322,0.99408,0.94259,0.35348,0.16416,0.84685,0.0059014,0.0059014,0.0059014
209,19174.9,0.3881,0.2859,0.90034,0.95666,0.99273,0.99413,0.94195,0.35315,0.16232,0.84666,0.0058816,0.0058816,0.0058816
210,19267,0.38684,0.2918,0.89917,0.96072,0.99272,0.9941,0.94151,0.35386,0.16256,0.84714,0.0058618,0.0058618,0.0058618
211,19358.9,0.39012,0.28924,0.89826,0.95989,0.99261,0.99417,0.94117,0.35268,0.16081,0.84671,0.005842,0.005842,0.005842
212,19451.4,0.39445,0.28742,0.90189,0.96317,0.99148,0.99421,0.94148,0.35307,0.16074,0.84682,0.0058222,0.0058222,0.0058222
213,19543.2,0.3883,0.28862,0.9029,0.95694,0.99136,0.99422,0.94067,0.35275,0.16071,0.84672,0.0058024,0.0058024,0.0058024
214,19635.2,0.39583,0.28566,0.90153,0.95168,0.99133,0.99406,0.94119,0.35284,0.16148,0.84647,0.0057826,0.0057826,0.0057826
215,19727.3,0.39213,0.28502,0.89925,0.94187,0.99154,0.99416,0.94087,0.35248,0.16141,0.84622,0.0057628,0.0057628,0.0057628
216,19818.9,0.39036,0.28684,0.90042,0.94073,0.99091,0.99421,0.94175,0.35267,0.16139,0.84645,0.005743,0.005743,0.005743
217,19911.2,0.39065,0.2833,0.90406,0.94549,0.99091,0.99425,0.94264,0.35311,0.16167,0.84685,0.0057232,0.0057232,0.0057232
218,20003.3,0.39564,0.29523,0.90943,0.94308,0.99091,0.99427,0.94216,0.35306,0.16272,0.84659,0.0057034,0.0057034,0.0057034
219,20095.5,0.38941,0.2855,0.89426,0.94814,0.99173,0.9943,0.94186,0.35301,0.16339,0.84642,0.0056836,0.0056836,0.0056836
220,20187.9,0.39121,0.28417,0.90352,0.95264,0.99176,0.99433,0.94197,0.35326,0.16318,0.8467,0.0056638,0.0056638,0.0056638
221,20280,0.39286,0.28582,0.90775,0.95317,0.99121,0.99432,0.94186,0.35318,0.16353,0.84699,0.005644,0.005644,0.005644
222,20372.1,0.38865,0.28589,0.89772,0.94854,0.99208,0.99435,0.94226,0.35313,0.16347,0.84732,0.0056242,0.0056242,0.0056242
223,20464.3,0.38171,0.28739,0.8976,0.94801,0.99206,0.99433,0.9416,0.35268,0.16351,0.84736,0.0056044,0.0056044,0.0056044
224,20556.3,0.38622,0.2879,0.89271,0.96503,0.99156,0.99433,0.94148,0.35257,0.1631,0.84742,0.0055846,0.0055846,0.0055846
225,20648.5,0.39277,0.2875,0.90623,0.95877,0.99115,0.99433,0.94126,0.3526,0.16272,0.84754,0.0055648,0.0055648,0.0055648
226,20740.1,0.38627,0.28541,0.90006,0.95741,0.99089,0.99429,0.94152,0.35228,0.16253,0.84759,0.005545,0.005545,0.005545
227,20832.7,0.38814,0.28883,0.90432,0.9445,0.99084,0.99429,0.94172,0.35219,0.16266,0.84769,0.0055252,0.0055252,0.0055252
228,20925.2,0.38861,0.28728,0.89942,0.94117,0.99097,0.99433,0.94181,0.35185,0.16243,0.84772,0.0055054,0.0055054,0.0055054
229,21017,0.39077,0.28463,0.89971,0.936,0.99058,0.99433,0.94146,0.35175,0.16269,0.84745,0.0054856,0.0054856,0.0054856
230,21109,0.3713,0.27675,0.89507,0.93885,0.99056,0.99431,0.94195,0.35231,0.16365,0.84768,0.0054658,0.0054658,0.0054658
231,21201.1,0.38589,0.27935,0.89937,0.93747,0.99061,0.99432,0.94187,0.35232,0.16333,0.84785,0.005446,0.005446,0.005446
232,21293.2,0.38572,0.28831,0.90173,0.95011,0.99036,0.99433,0.94171,0.35274,0.16226,0.84827,0.0054262,0.0054262,0.0054262
233,21385.3,0.38422,0.27319,0.89395,0.94635,0.99014,0.99433,0.94133,0.3531,0.16367,0.849,0.0054064,0.0054064,0.0054064
234,21477,0.37954,0.27589,0.89761,0.95916,0.99037,0.99433,0.94109,0.35327,0.16412,0.84953,0.0053866,0.0053866,0.0053866
235,21569.1,0.37428,0.2748,0.89302,0.9583,0.99035,0.99433,0.94168,0.35287,0.1645,0.84942,0.0053668,0.0053668,0.0053668
236,21661.1,0.37852,0.27314,0.89884,0.96838,0.99085,0.99433,0.94197,0.35275,0.1646,0.84925,0.005347,0.005347,0.005347
237,21752.9,0.3777,0.28313,0.89369,0.96778,0.99102,0.99435,0.94171,0.35282,0.16502,0.84933,0.0053272,0.0053272,0.0053272
238,21844.9,0.37449,0.27721,0.89431,0.96646,0.99168,0.99436,0.94179,0.35309,0.16396,0.84958,0.0053074,0.0053074,0.0053074
239,21936.9,0.38193,0.27866,0.89457,0.97116,0.99196,0.99436,0.9424,0.35315,0.16326,0.84978,0.0052876,0.0052876,0.0052876
240,22028.6,0.3679,0.27138,0.88986,0.97354,0.99194,0.99435,0.94216,0.353,0.16348,0.8497,0.0052678,0.0052678,0.0052678
241,22120.7,0.38631,0.28801,0.90108,0.97625,0.99193,0.99435,0.942,0.35288,0.16285,0.84977,0.005248,0.005248,0.005248
242,22212.8,0.3793,0.27422,0.8954,0.97589,0.99187,0.99436,0.94216,0.35214,0.16207,0.84978,0.0052282,0.0052282,0.0052282
243,22304.8,0.38868,0.28048,0.90045,0.97299,0.99165,0.99435,0.94247,0.3516,0.16264,0.84955,0.0052084,0.0052084,0.0052084
244,22396.8,0.37686,0.2783,0.89501,0.97358,0.99162,0.99433,0.94185,0.35158,0.16275,0.84956,0.0051886,0.0051886,0.0051886
245,22488.5,0.37606,0.27557,0.89686,0.98205,0.99175,0.99435,0.94228,0.35198,0.16401,0.84989,0.0051688,0.0051688,0.0051688
246,22580.7,0.37969,0.28068,0.90156,0.98275,0.9918,0.99436,0.94187,0.35192,0.16382,0.84968,0.005149,0.005149,0.005149
247,22672.5,0.37749,0.27708,0.8971,0.98307,0.9916,0.99437,0.94195,0.35184,0.1644,0.84983,0.0051292,0.0051292,0.0051292
248,22764.3,0.37609,0.27361,0.89495,0.9824,0.99142,0.9944,0.94215,0.35181,0.16442,0.8499,0.0051094,0.0051094,0.0051094
249,22856.4,0.37476,0.27145,0.89205,0.98274,0.99084,0.99441,0.9419,0.3515,0.16455,0.85018,0.0050896,0.0050896,0.0050896
250,22947.8,0.383,0.27928,0.89981,0.98182,0.9911,0.9944,0.94187,0.35116,0.164,0.85017,0.0050698,0.0050698,0.0050698
251,23040,0.37396,0.27477,0.89585,0.98185,0.99049,0.99442,0.94189,0.35137,0.16395,0.85023,0.00505,0.00505,0.00505
252,23132.1,0.37508,0.26748,0.89335,0.98154,0.99037,0.99441,0.94201,0.35107,0.16331,0.85014,0.0050302,0.0050302,0.0050302
253,23224.1,0.37692,0.26582,0.89297,0.97427,0.99026,0.99441,0.9416,0.35091,0.16316,0.85044,0.0050104,0.0050104,0.0050104
254,23316.2,0.37379,0.27418,0.89256,0.96666,0.99015,0.99441,0.94156,0.35093,0.163,0.85052,0.0049906,0.0049906,0.0049906
255,23407.9,0.37027,0.26905,0.89135,0.96843,0.99016,0.99444,0.94135,0.35086,0.16233,0.85058,0.0049708,0.0049708,0.0049708
256,23499.8,0.37862,0.27155,0.89483,0.95717,0.98976,0.99443,0.94168,0.35069,0.16217,0.85053,0.004951,0.004951,0.004951
257,23591.8,0.37165,0.26934,0.8914,0.95828,0.98968,0.99442,0.94135,0.351,0.16164,0.85054,0.0049312,0.0049312,0.0049312
258,23684.2,0.3759,0.27298,0.88941,0.96225,0.98985,0.99443,0.94155,0.3513,0.1613,0.85081,0.0049114,0.0049114,0.0049114
259,23776.1,0.37146,0.26645,0.89203,0.96086,0.98973,0.99442,0.94195,0.35136,0.16076,0.85093,0.0048916,0.0048916,0.0048916
260,23867.8,0.36949,0.26856,0.89273,0.9669,0.99008,0.99442,0.94221,0.35177,0.16038,0.8511,0.0048718,0.0048718,0.0048718
261,23960,0.36637,0.26786,0.88638,0.96626,0.99002,0.99444,0.94208,0.35179,0.16019,0.85105,0.004852,0.004852,0.004852
262,24051.9,0.37564,0.2625,0.89249,0.96218,0.98971,0.99444,0.94217,0.35144,0.16024,0.85082,0.0048322,0.0048322,0.0048322
263,24143.8,0.36933,0.26818,0.89166,0.96349,0.98972,0.99444,0.94203,0.35138,0.1605,0.85067,0.0048124,0.0048124,0.0048124
264,24236,0.37078,0.26465,0.89405,0.95928,0.98959,0.99443,0.94225,0.35114,0.16026,0.85074,0.0047926,0.0047926,0.0047926
265,24327.9,0.36604,0.26848,0.89765,0.95442,0.98951,0.99443,0.94252,0.35079,0.16004,0.85065,0.0047728,0.0047728,0.0047728
266,24419.6,0.37723,0.2717,0.89432,0.95036,0.98937,0.99442,0.94258,0.35079,0.16022,0.85081,0.004753,0.004753,0.004753
267,24511.3,0.36546,0.26122,0.88961,0.95214,0.98937,0.99442,0.94255,0.35065,0.16021,0.8507,0.0047332,0.0047332,0.0047332
268,24603.1,0.37228,0.265,0.89267,0.95086,0.98934,0.99442,0.94263,0.35061,0.16036,0.85078,0.0047134,0.0047134,0.0047134
269,24695.1,0.36956,0.27148,0.89226,0.95144,0.98969,0.99443,0.94299,0.3505,0.16032,0.85076,0.0046936,0.0046936,0.0046936
270,24787,0.36698,0.27046,0.8889,0.94371,0.98962,0.99441,0.94286,0.3503,0.16077,0.85059,0.0046738,0.0046738,0.0046738
271,24878.7,0.36658,0.26816,0.88805,0.94995,0.98963,0.99441,0.94251,0.35019,0.15995,0.8504,0.004654,0.004654,0.004654
272,24971,0.36,0.26737,0.88946,0.95002,0.98966,0.99441,0.94267,0.35012,0.15938,0.85053,0.0046342,0.0046342,0.0046342
273,25062.9,0.36346,0.26102,0.891,0.94827,0.98969,0.99443,0.9432,0.3501,0.15965,0.85048,0.0046144,0.0046144,0.0046144
274,25155,0.37021,0.26086,0.89299,0.94956,0.98969,0.99439,0.94276,0.35014,0.15966,0.85028,0.0045946,0.0045946,0.0045946
275,25247,0.37068,0.26682,0.8876,0.94821,0.98949,0.9944,0.94332,0.34999,0.16007,0.8501,0.0045748,0.0045748,0.0045748
276,25338.8,0.35945,0.2632,0.89147,0.95351,0.98944,0.99439,0.94321,0.35002,0.16012,0.84996,0.004555,0.004555,0.004555
277,25430.8,0.37037,0.26591,0.89217,0.95434,0.98944,0.99441,0.94363,0.35016,0.16021,0.84999,0.0045352,0.0045352,0.0045352
278,25522.7,0.36093,0.26159,0.88661,0.95433,0.98946,0.99441,0.94315,0.3502,0.15993,0.84994,0.0045154,0.0045154,0.0045154
279,25614.4,0.35839,0.26012,0.88249,0.95507,0.98946,0.99441,0.9437,0.34995,0.15994,0.84972,0.0044956,0.0044956,0.0044956
280,25706.3,0.36447,0.25954,0.88959,0.95322,0.98945,0.99443,0.94336,0.34974,0.16017,0.8493,0.0044758,0.0044758,0.0044758
281,25798.4,0.36104,0.25744,0.88532,0.94871,0.98961,0.99444,0.9434,0.34965,0.16028,0.84929,0.004456,0.004456,0.004456
282,25890.1,0.37054,0.26597,0.89162,0.94538,0.98961,0.99443,0.94374,0.34994,0.16032,0.8495,0.0044362,0.0044362,0.0044362
283,25982.1,0.36488,0.26838,0.88746,0.93756,0.98966,0.99443,0.94377,0.34997,0.16015,0.84949,0.0044164,0.0044164,0.0044164
284,26073.5,0.35985,0.25154,0.88796,0.93387,0.98969,0.99443,0.94365,0.34994,0.1602,0.84944,0.0043966,0.0043966,0.0043966
285,26165.6,0.3647,0.26236,0.89009,0.93179,0.98973,0.99443,0.94351,0.34996,0.16033,0.84967,0.0043768,0.0043768,0.0043768
286,26257.7,0.36077,0.26368,0.88582,0.9293,0.98976,0.99443,0.94331,0.35024,0.16072,0.84984,0.004357,0.004357,0.004357
287,26349.9,0.36413,0.26001,0.89025,0.92609,0.9898,0.99443,0.94314,0.35012,0.16044,0.84974,0.0043372,0.0043372,0.0043372
288,26442.3,0.35213,0.25414,0.88627,0.92899,0.98981,0.99443,0.94317,0.35017,0.16073,0.84973,0.0043174,0.0043174,0.0043174
289,26534.1,0.35649,0.2584,0.88788,0.93028,0.98984,0.99441,0.9434,0.35011,0.16065,0.84985,0.0042976,0.0042976,0.0042976
290,26625.9,0.35583,0.2547,0.8862,0.92952,0.98987,0.99442,0.94303,0.35013,0.16063,0.8499,0.0042778,0.0042778,0.0042778
291,26718.1,0.36206,0.25775,0.89018,0.93061,0.98986,0.99441,0.94327,0.35025,0.16065,0.84997,0.004258,0.004258,0.004258
292,26809.9,0.35944,0.25333,0.88185,0.92907,0.98988,0.99442,0.94326,0.3501,0.16065,0.84979,0.0042382,0.0042382,0.0042382
293,26901.7,0.35983,0.25766,0.88877,0.92989,0.98994,0.99442,0.94329,0.35017,0.16091,0.84989,0.0042184,0.0042184,0.0042184
294,26993.4,0.36097,0.25907,0.8854,0.92984,0.99001,0.99441,0.94331,0.35017,0.16096,0.84985,0.0041986,0.0041986,0.0041986
295,27085.3,0.3496,0.25108,0.88136,0.92955,0.99002,0.99442,0.94298,0.35042,0.16074,0.85004,0.0041788,0.0041788,0.0041788
296,27177.5,0.35547,0.25594,0.88712,0.92963,0.99013,0.99443,0.9429,0.35035,0.16077,0.85017,0.004159,0.004159,0.004159
297,27269.3,0.36209,0.24996,0.88737,0.93102,0.99019,0.99441,0.94288,0.35027,0.16033,0.85025,0.0041392,0.0041392,0.0041392
298,27361.7,0.35064,0.25365,0.8883,0.93029,0.99045,0.99442,0.94309,0.35037,0.16045,0.85029,0.0041194,0.0041194,0.0041194
299,27453.9,0.35881,0.25133,0.88829,0.92944,0.99046,0.99441,0.94319,0.35036,0.16061,0.85034,0.0040996,0.0040996,0.0040996
300,27546.4,0.34976,0.25396,0.88601,0.92991,0.99046,0.99441,0.94309,0.35058,0.16053,0.85053,0.0040798,0.0040798,0.0040798
301,27638.4,0.35015,0.25172,0.88398,0.92905,0.99046,0.99441,0.94317,0.35078,0.16093,0.85069,0.00406,0.00406,0.00406
302,27729.9,0.35538,0.25164,0.888,0.92842,0.9893,0.9944,0.94294,0.3509,0.16112,0.8508,0.0040402,0.0040402,0.0040402
303,27821.8,0.34415,0.24835,0.88365,0.92766,0.9893,0.9944,0.94295,0.35113,0.16151,0.85085,0.0040204,0.0040204,0.0040204
304,27913.6,0.34756,0.24917,0.87968,0.92822,0.9893,0.99439,0.94274,0.35119,0.16157,0.85103,0.0040006,0.0040006,0.0040006
305,28005.6,0.34826,0.2485,0.87995,0.9283,0.9893,0.9944,0.94264,0.35137,0.16163,0.85113,0.0039808,0.0039808,0.0039808
306,28097.7,0.35574,0.25349,0.88575,0.92827,0.98963,0.99441,0.94244,0.35159,0.16181,0.85117,0.003961,0.003961,0.003961
307,28189.6,0.35202,0.24868,0.88418,0.92908,0.98975,0.99441,0.94259,0.35152,0.1619,0.8511,0.0039412,0.0039412,0.0039412
308,28282,0.34191,0.24551,0.87751,0.92986,0.98984,0.99441,0.94255,0.35171,0.16195,0.85115,0.0039214,0.0039214,0.0039214
309,28374,0.35317,0.25287,0.88322,0.93029,0.98985,0.99441,0.9427,0.35153,0.16151,0.851,0.0039016,0.0039016,0.0039016
310,28465.7,0.36004,0.25631,0.88668,0.93106,0.9899,0.99438,0.94273,0.35151,0.1615,0.85102,0.0038818,0.0038818,0.0038818
311,28557.9,0.34548,0.24967,0.88318,0.93185,0.98988,0.99438,0.94281,0.35169,0.1616,0.85103,0.003862,0.003862,0.003862
312,28649.7,0.34992,0.24923,0.88346,0.93186,0.9899,0.99437,0.94242,0.3518,0.16196,0.85112,0.0038422,0.0038422,0.0038422
313,28741.9,0.35794,0.24999,0.88726,0.93223,0.98987,0.99437,0.94261,0.35192,0.16212,0.85115,0.0038224,0.0038224,0.0038224
314,28834.1,0.34735,0.25026,0.87769,0.93266,0.98991,0.99436,0.94254,0.35196,0.16227,0.85108,0.0038026,0.0038026,0.0038026
315,28925.5,0.3452,0.25029,0.88194,0.9335,0.9899,0.99435,0.94219,0.352,0.16261,0.8511,0.0037828,0.0037828,0.0037828
316,29017.4,0.34781,0.24612,0.88053,0.93398,0.98991,0.99436,0.94234,0.35212,0.16264,0.85123,0.003763,0.003763,0.003763
317,29109.1,0.35462,0.25316,0.88795,0.93426,0.98989,0.99435,0.94237,0.35219,0.16247,0.85136,0.0037432,0.0037432,0.0037432
318,29200.8,0.34416,0.24803,0.87951,0.93394,0.9899,0.99435,0.94244,0.3524,0.16261,0.85164,0.0037234,0.0037234,0.0037234
319,29293.6,0.34864,0.24893,0.87883,0.93403,0.9899,0.99435,0.94236,0.35259,0.16246,0.85176,0.0037036,0.0037036,0.0037036
320,29385.2,0.33834,0.24446,0.88106,0.93499,0.9899,0.99434,0.94236,0.35277,0.16211,0.852,0.0036838,0.0036838,0.0036838
321,29477,0.35395,0.24391,0.88746,0.93531,0.98991,0.99433,0.94227,0.35303,0.16224,0.85219,0.003664,0.003664,0.003664
322,29568.5,0.34262,0.23963,0.87788,0.93539,0.98991,0.99432,0.94244,0.35303,0.16224,0.85238,0.0036442,0.0036442,0.0036442
323,29660.5,0.33795,0.23886,0.87903,0.93577,0.98992,0.9943,0.94209,0.35332,0.16245,0.8525,0.0036244,0.0036244,0.0036244
324,29752.4,0.34968,0.2434,0.88292,0.93559,0.98993,0.99427,0.94216,0.35347,0.16287,0.85251,0.0036046,0.0036046,0.0036046
325,29844.4,0.34404,0.24293,0.87903,0.93515,0.98993,0.99425,0.94223,0.3537,0.16361,0.85259,0.0035848,0.0035848,0.0035848
326,29935.9,0.3485,0.24592,0.88311,0.93532,0.98995,0.99421,0.94198,0.35389,0.16374,0.85259,0.003565,0.003565,0.003565
327,30027.8,0.32964,0.23897,0.87553,0.93509,0.98995,0.99416,0.94157,0.35427,0.16433,0.85262,0.0035452,0.0035452,0.0035452
328,30119.7,0.34323,0.24633,0.87887,0.93497,0.98995,0.99415,0.94146,0.35441,0.16476,0.85258,0.0035254,0.0035254,0.0035254
329,30211.5,0.34161,0.24085,0.87515,0.93525,0.98997,0.99411,0.94144,0.3546,0.16481,0.85262,0.0035056,0.0035056,0.0035056
330,30303.6,0.3446,0.24364,0.88022,0.93471,0.98994,0.99409,0.94117,0.35489,0.1652,0.85261,0.0034858,0.0034858,0.0034858
331,30395.5,0.34624,0.25085,0.8843,0.93462,0.98994,0.99408,0.94126,0.35524,0.16504,0.85262,0.003466,0.003466,0.003466
332,30487.5,0.33664,0.23897,0.87459,0.93423,0.98995,0.99409,0.94128,0.35497,0.16543,0.85242,0.0034462,0.0034462,0.0034462
333,30579.3,0.34673,0.2471,0.88012,0.9341,0.98995,0.99407,0.94136,0.35518,0.16622,0.85234,0.0034264,0.0034264,0.0034264
334,30671.2,0.33933,0.24131,0.87515,0.93696,0.9897,0.97756,0.92494,0.35535,0.16734,0.85234,0.0034066,0.0034066,0.0034066
335,30763.1,0.33742,0.23547,0.87983,0.93914,0.98886,0.97748,0.92436,0.35562,0.16801,0.85227,0.0033868,0.0033868,0.0033868
336,30854.8,0.34262,0.24163,0.87676,0.9407,0.9889,0.97741,0.92466,0.35566,0.16777,0.85225,0.003367,0.003367,0.003367
337,30946.8,0.33855,0.24491,0.87557,0.94212,0.99022,0.9774,0.92439,0.35579,0.16805,0.85232,0.0033472,0.0033472,0.0033472
338,31038.7,0.34094,0.2433,0.88061,0.94353,0.99019,0.9773,0.92398,0.35585,0.1686,0.85222,0.0033274,0.0033274,0.0033274
339,31130.1,0.33705,0.23832,0.87852,0.94275,0.99073,0.97727,0.92406,0.3559,0.16857,0.85224,0.0033076,0.0033076,0.0033076
340,31222.3,0.34242,0.24125,0.87757,0.94224,0.99072,0.9773,0.92404,0.35563,0.168,0.85228,0.0032878,0.0032878,0.0032878
341,31314.7,0.33695,0.23699,0.8762,0.94214,0.99068,0.97728,0.92403,0.356,0.16829,0.85241,0.003268,0.003268,0.003268
342,31407.3,0.34071,0.24095,0.87737,0.94258,0.9909,0.9773,0.92407,0.35597,0.16838,0.85243,0.0032482,0.0032482,0.0032482
343,31499.5,0.3321,0.24262,0.87631,0.94213,0.99083,0.97733,0.92404,0.35598,0.16843,0.85251,0.0032284,0.0032284,0.0032284
344,31591.3,0.34053,0.23863,0.87857,0.94234,0.99105,0.97727,0.92418,0.35607,0.16892,0.85251,0.0032086,0.0032086,0.0032086
345,31683.9,0.32793,0.23823,0.8732,0.94222,0.99105,0.97729,0.92428,0.35602,0.16885,0.85253,0.0031888,0.0031888,0.0031888
346,31776,0.33561,0.24634,0.88138,0.94189,0.99116,0.97726,0.92408,0.35604,0.16901,0.85255,0.003169,0.003169,0.003169
347,31868.1,0.33389,0.23329,0.87816,0.94149,0.99033,0.97721,0.92376,0.35614,0.1694,0.8526,0.0031492,0.0031492,0.0031492
348,31960.5,0.32991,0.23596,0.87201,0.94031,0.98915,0.97716,0.92395,0.3562,0.17005,0.85263,0.0031294,0.0031294,0.0031294
349,32052.4,0.32999,0.2362,0.87364,0.93812,0.98792,0.97712,0.92388,0.35646,0.17033,0.85269,0.0031096,0.0031096,0.0031096
350,32144.3,0.32907,0.23402,0.877,0.89953,0.99322,0.9672,0.91367,0.35648,0.17076,0.85279,0.0030898,0.0030898,0.0030898
351,32235.7,0.33138,0.23877,0.87921,0.90078,0.99322,0.96722,0.91393,0.35645,0.17089,0.85289,0.00307,0.00307,0.00307
352,32327.4,0.33273,0.23532,0.87824,0.90097,0.99322,0.96721,0.91396,0.35651,0.17077,0.853,0.0030502,0.0030502,0.0030502
353,32419.7,0.33865,0.23902,0.87979,0.90546,0.99322,0.96719,0.9135,0.35661,0.1715,0.8531,0.0030304,0.0030304,0.0030304
354,32511.2,0.33323,0.23614,0.87373,0.91995,0.91976,0.96057,0.90664,0.35683,0.17206,0.8531,0.0030106,0.0030106,0.0030106
355,32603.4,0.33386,0.23108,0.88192,0.92024,0.91973,0.96057,0.90634,0.35708,0.17237,0.85326,0.0029908,0.0029908,0.0029908
356,32695.9,0.33214,0.23676,0.87531,0.89964,0.97358,0.9672,0.91318,0.35713,0.17215,0.8534,0.002971,0.002971,0.002971
357,32787.8,0.32871,0.23059,0.87617,0.91952,0.91993,0.96059,0.90671,0.35748,0.17286,0.85352,0.0029512,0.0029512,0.0029512
358,32879.9,0.32498,0.22798,0.87272,0.91948,0.91995,0.96059,0.90682,0.35778,0.17253,0.85371,0.0029314,0.0029314,0.0029314
359,32971.6,0.3303,0.23097,0.87268,0.91944,0.91995,0.95584,0.90202,0.35822,0.17288,0.85376,0.0029116,0.0029116,0.0029116
360,33063.4,0.33062,0.23432,0.87342,0.9197,0.91991,0.95583,0.90196,0.3584,0.17305,0.8538,0.0028918,0.0028918,0.0028918
361,33155.5,0.32395,0.23367,0.86984,0.9199,0.91987,0.95584,0.90182,0.35863,0.17372,0.85391,0.002872,0.002872,0.002872
362,33247.2,0.32524,0.23684,0.87083,0.91988,0.91987,0.95582,0.90182,0.35887,0.17429,0.85398,0.0028522,0.0028522,0.0028522
363,33339.1,0.33051,0.23471,0.87369,0.91944,0.91995,0.95583,0.90172,0.35924,0.17497,0.85404,0.0028324,0.0028324,0.0028324
364,33430.6,0.32552,0.23185,0.86663,0.91876,0.91996,0.95224,0.89808,0.35939,0.17554,0.854,0.0028126,0.0028126,0.0028126
